experiment_id,samples,n_components,kernel,best_C,best_gamma,cv_score,train_accuracy,test_accuracy,test_balanced_accuracy,precision,recall,f1_score,generalization_gap,explained_variance_ratio,training_time
Exp102_800samp_3comp_rbf,800,3,rbf,1.0,scale,0.8848663522012579,0.8873591989987485,0.8775510204081632,0.8687194387357381,0.8625954198473282,0.8248175182481752,0.8432835820895522,0.009808178590585248,19.730157063351736,0.4301462173461914
Exp103_800samp_4comp_linear,800,4,linear,0.1,N/A,0.8836242138364782,0.8836045056320401,0.8775510204081632,0.871164339876692,0.8518518518518519,0.8394160583941606,0.8455882352941176,0.006053485223876831,23.193356599869887,0.19004273414611816
Exp104_800samp_4comp_rbf,800,4,rbf,1.0,0.1,0.8898820754716981,0.8948685857321652,0.8746355685131195,0.8662922542697187,0.8560606060606061,0.8248175182481752,0.8401486988847584,0.02023301721904569,23.193356599869887,0.5878634452819824
Exp105_800samp_5comp_linear,800,5,linear,0.1,N/A,0.8823584905660378,0.8836045056320401,0.880466472303207,0.8735915243427114,0.8582089552238806,0.8394160583941606,0.8487084870848709,0.003138033328833112,26.288806393821456,0.1869645118713379
Exp106_800samp_5comp_rbf,800,5,rbf,100.0,0.01,0.8948820754716982,0.9036295369211514,0.8775510204081632,0.8687194387357381,0.8625954198473282,0.8248175182481752,0.8432835820895522,0.026078516512988204,26.288806393821456,0.46005725860595703
Exp107_800samp_6comp_linear,800,6,linear,0.1,N/A,0.884874213836478,0.8886107634543179,0.880466472303207,0.8723690737722345,0.8636363636363636,0.8321167883211679,0.8475836431226765,0.008144291151110927,29.228257172127737,0.21653413772583008
Exp108_800samp_6comp_rbf,800,6,rbf,1.0,scale,0.9011556603773585,0.9123904881101377,0.880466472303207,0.8711466232017575,0.8692307692307693,0.8248175182481752,0.846441947565543,0.03192401580693072,29.228257172127737,0.46167445182800293
Exp109_800samp_7comp_linear,800,7,linear,0.1,N/A,0.8823742138364781,0.8873591989987485,0.8746355685131195,0.8662922542697187,0.8560606060606061,0.8248175182481752,0.8401486988847584,0.012723630485628967,31.977819256888612,0.22060370445251465
Exp110_800samp_7comp_rbf,800,7,rbf,1.0,scale,0.8986556603773586,0.9136420525657072,0.880466472303207,0.8711466232017575,0.8692307692307693,0.8248175182481752,0.846441947565543,0.033175580262500226,31.977819256888612,0.46741390228271484
Exp111_800samp_8comp_linear,800,8,linear,1.0,N/A,0.896124213836478,0.9011264080100125,0.8979591836734694,0.8918219828502587,0.8805970149253731,0.8613138686131386,0.8708487084870848,0.0031672243365431507,34.63903450904952,0.3267018795013428
Exp112_800samp_8comp_rbf,800,8,rbf,1.0,scale,0.9073977987421384,0.9161451814768461,0.8892128279883382,0.8820955283112466,0.8721804511278195,0.8467153284671532,0.8592592592592593,0.026932353488507865,34.63903450904952,0.4691915512084961
Exp113_900samp_2comp_linear,900,2,linear,1.0,N/A,0.8842830540037244,0.8876529477196885,0.8704663212435233,0.8638602776533811,0.8421052631578947,0.8311688311688312,0.8366013071895425,0.0171866264761652,17.367573569249885,0.11911773681640625
Exp114_900samp_2comp_rbf,900,2,rbf,1.0,1,0.8853941651148354,0.8898776418242491,0.8756476683937824,0.8692622033139275,0.8486842105263158,0.8376623376623377,0.8431372549019608,0.014229973430466725,17.367573569249885,0.5198910236358643
Exp115_900samp_3comp_linear,900,3,linear,0.1,N/A,0.8820608317815022,0.8832035595105673,0.8704663212435233,0.8638602776533811,0.8421052631578947,0.8311688311688312,0.8366013071895425,0.012737238267043982,21.67638884462126,0.11737728118896484
