experiment_id,exp_number,n_features,n_features_selected,shots,reps,entanglement,selected_features,best_c,cv_score,train_acc,test_acc,test_balanced_acc,precision,recall,f1_score,gen_gap,kernel_time,train_time,y_test,y_pred
Exp_f5_s8192_r1_circular,68,5,5,8192,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0']",1.0,0.5444444444444444,0.7272727272727273,0.6,0.6190476190476191,0.8,0.5714285714285714,0.6666666666666666,0.12727272727272732,43.9601936340332,0.08332991600036621,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]"
Exp_f5_s8192_r1_full,69,5,5,8192,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,16.183768272399902,0.029720067977905273,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f5_s8192_r2_linear,70,5,5,8192,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0']",0.01,0.5166666666666667,0.6818181818181818,0.7,0.6904761904761905,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.018181818181818188,10.115574836730957,0.027477741241455078,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
Exp_f5_s8192_r2_circular,71,5,5,8192,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0']",0.1,0.5,0.7272727272727273,0.6,0.6190476190476191,0.8,0.5714285714285714,0.6666666666666666,0.12727272727272732,25.95357871055603,0.11020064353942871,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]"
Exp_f5_s8192_r2_full,72,5,5,8192,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,59.040804386138916,0.06010317802429199,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s1024_r1_linear,73,6,6,1024,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",100.0,0.5444444444444444,0.9545454545454546,0.5,0.5476190476190476,0.75,0.42857142857142855,0.5454545454545454,0.4545454545454546,14.201045036315918,0.08337616920471191,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 0]"
Exp_f6_s1024_r1_circular,74,6,6,1024,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5166666666666667,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,13.670983076095581,0.08884191513061523,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s1024_r1_full,75,6,6,1024,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.1,0.5,0.7272727272727273,0.5,0.5476190476190476,0.75,0.42857142857142855,0.5454545454545454,0.2272727272727273,17.970432996749878,0.08584117889404297,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]"
Exp_f6_s1024_r2_linear,76,6,6,1024,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5499999999999999,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,17.569855213165283,0.09595537185668945,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s1024_r2_circular,77,6,6,1024,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",1.0,0.5111111111111111,0.7272727272727273,0.5,0.5476190476190476,0.75,0.42857142857142855,0.5454545454545454,0.2272727272727273,20.158188343048096,0.0994410514831543,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]"
Exp_f6_s1024_r2_full,78,6,6,1024,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,29.037839889526367,0.07618141174316406,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s4096_r1_linear,79,6,6,4096,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,29.20674753189087,0.10019874572753906,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s4096_r1_circular,80,6,6,4096,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,32.387622594833374,0.10390901565551758,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s4096_r1_full,81,6,6,4096,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,40.17585635185242,0.06964731216430664,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s4096_r2_linear,82,6,6,4096,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,30.440276861190796,0.09659194946289062,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s4096_r2_circular,83,6,6,4096,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",100.0,0.5499999999999999,0.9545454545454546,0.6,0.6190476190476191,0.8,0.5714285714285714,0.6666666666666666,0.3545454545454546,32.577274560928345,0.07766342163085938,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]"
Exp_f6_s4096_r2_full,84,6,6,4096,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,45.11730217933655,0.08309221267700195,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s8192_r1_linear,85,6,6,8192,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.1,0.5,0.5909090909090909,0.6,0.7142857142857143,1.0,0.42857142857142855,0.6,0.009090909090909038,14.335376501083374,0.027634859085083008,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
Exp_f6_s8192_r1_circular,86,6,6,8192,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",100.0,0.538888888888889,0.8636363636363636,0.4,0.38095238095238093,0.6,0.42857142857142855,0.5,0.4636363636363636,10.453576564788818,0.02622389793395996,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1, 0, 1, 0]"
Exp_f6_s8192_r1_full,87,6,6,8192,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,10.88689374923706,0.02883625030517578,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s8192_r2_linear,88,6,6,8192,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,47.184853315353394,0.08107399940490723,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f6_s8192_r2_circular,89,6,6,8192,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",1.0,0.5111111111111111,0.7272727272727273,0.5,0.5476190476190476,0.75,0.42857142857142855,0.5454545454545454,0.2272727272727273,61.68303656578064,0.08926987648010254,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]"
Exp_f6_s8192_r2_full,90,6,6,8192,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1']",100.0,0.5166666666666667,0.8636363636363636,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.1636363636363637,58.70119762420654,0.1042630672454834,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
Exp_f7_s1024_r1_linear,91,7,7,1024,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.5666666666666667,0.7272727272727273,0.7,0.5,0.7,1.0,0.8235294117647058,0.027272727272727337,17.45715570449829,0.07904195785522461,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Exp_f7_s1024_r1_circular,92,7,7,1024,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.5666666666666667,0.6818181818181818,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.018181818181818188,17.72663450241089,0.0598142147064209,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f7_s1024_r1_full,93,7,7,1024,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.6833333333333332,0.7727272727272727,0.6,0.6190476190476191,0.8,0.5714285714285714,0.6666666666666666,0.17272727272727273,23.636351108551025,0.05675005912780762,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0]"
Exp_f7_s1024_r2_linear,94,7,7,1024,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.001,0.5666666666666667,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,20.02040195465088,0.07719254493713379,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f7_s1024_r2_circular,95,7,7,1024,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.001,0.5166666666666667,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,21.28589367866516,0.059103965759277344,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f7_s1024_r2_full,96,7,7,1024,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",100.0,0.5055555555555555,0.9090909090909091,0.6,0.6190476190476191,0.8,0.5714285714285714,0.6666666666666666,0.3090909090909091,32.98921489715576,0.08737826347351074,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 0, 1, 1, 1, 0]"
Exp_f7_s4096_r1_linear,97,7,7,4096,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.6,0.7272727272727273,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.027272727272727337,25.1793532371521,0.05541491508483887,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f7_s4096_r1_circular,98,7,7,4096,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",100.0,0.5944444444444444,1.0,0.6,0.6190476190476191,0.8,0.5714285714285714,0.6666666666666666,0.4,26.81243348121643,0.09213733673095703,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]"
Exp_f7_s4096_r1_full,99,7,7,4096,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.001,0.65,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,33.91796827316284,0.07450699806213379,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f7_s4096_r2_linear,100,7,7,4096,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.001,0.5666666666666667,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,8.688183069229126,0.027621746063232422,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f7_s4096_r2_circular,101,7,7,4096,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.5166666666666667,0.6818181818181818,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.018181818181818188,7.506544351577759,0.02771782875061035,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f7_s4096_r2_full,102,7,7,4096,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,15.709834575653076,0.10206127166748047,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f7_s8192_r1_linear,103,7,7,8192,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.5499999999999999,0.7272727272727273,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.027272727272727337,54.163026571273804,0.08612251281738281,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f7_s8192_r1_circular,104,7,7,8192,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.5666666666666667,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,50.63832688331604,0.06782102584838867,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f7_s8192_r1_full,105,7,7,8192,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.001,0.6833333333333332,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,58.69413709640503,0.0742952823638916,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f7_s8192_r2_linear,106,7,7,8192,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.01,0.5666666666666667,0.7272727272727273,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.027272727272727337,40.77137327194214,0.04521679878234863,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f7_s8192_r2_circular,107,7,7,8192,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",100.0,0.6166666666666666,0.9545454545454546,0.7,0.5952380952380952,0.75,0.8571428571428571,0.8,0.25454545454545463,17.29742121696472,0.030074357986450195,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
Exp_f7_s8192_r2_full,108,7,7,8192,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,20.293875694274902,0.027332782745361328,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s1024_r1_linear,109,8,8,1024,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.01,0.5333333333333333,0.7727272727272727,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.07272727272727275,3.807607650756836,0.030563831329345703,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f8_s1024_r1_circular,110,8,8,1024,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",100.0,0.6611111111111111,1.0,0.4,0.38095238095238093,0.6,0.42857142857142855,0.5,0.6,3.9978976249694824,0.026365995407104492,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 0, 0, 1, 1, 0, 0]"
Exp_f8_s1024_r1_full,111,8,8,1024,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.01,0.6166666666666666,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,5.809640645980835,0.030409574508666992,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s1024_r2_linear,112,8,8,1024,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5166666666666667,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,4.579878091812134,0.02759718894958496,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s1024_r2_circular,113,8,8,1024,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.01,0.5666666666666667,0.5454545454545454,0.8,0.8571428571428572,1.0,0.7142857142857143,0.8333333333333334,0.25454545454545463,5.083006381988525,0.028662443161010742,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 1]"
Exp_f8_s1024_r2_full,114,8,8,1024,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,8.369332075119019,0.027058124542236328,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s4096_r1_linear,115,8,8,4096,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.01,0.5666666666666667,0.6818181818181818,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.018181818181818188,7.3426194190979,0.030268192291259766,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f8_s4096_r1_circular,116,8,8,4096,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.01,0.5666666666666667,0.5909090909090909,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.10909090909090902,7.079869508743286,0.025748252868652344,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1]"
Exp_f8_s4096_r1_full,117,8,8,4096,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",1.0,0.65,0.9090909090909091,0.8,0.6666666666666666,0.7777777777777778,1.0,0.875,0.10909090909090902,9.251424551010132,0.025861501693725586,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
Exp_f8_s4096_r2_linear,118,8,8,4096,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5499999999999999,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,8.229132890701294,0.025389432907104492,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s4096_r2_circular,119,8,8,4096,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5499999999999999,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,9.32587456703186,0.02620553970336914,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s4096_r2_full,120,8,8,4096,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,11.957287788391113,0.02620077133178711,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s8192_r1_linear,121,8,8,8192,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",1.0,0.5388888888888889,0.7727272727272727,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.07272727272727275,12.070825815200806,0.0291900634765625,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
Exp_f8_s8192_r1_circular,122,8,8,8192,1,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.01,0.5499999999999999,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,14.376052141189575,0.029254674911499023,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s8192_r1_full,123,8,8,8192,1,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",1.0,0.6833333333333332,0.9090909090909091,0.8,0.6666666666666666,0.7777777777777778,1.0,0.875,0.10909090909090902,15.403184652328491,0.025923967361450195,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
Exp_f8_s8192_r2_linear,124,8,8,8192,2,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5499999999999999,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,12.937540054321289,0.026674747467041016,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s8192_r2_circular,125,8,8,8192,2,circular,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5499999999999999,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,13.390281677246094,0.04384350776672363,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f8_s8192_r2_full,126,8,8,8192,2,full,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3']",0.001,0.5166666666666667,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.027272727272727282,18.2341206073761,0.025984764099121094,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Exp_f9_s1024_r1_linear,127,9,9,1024,1,linear,"['attr_13_3', 'attr_26_2', 'attr_13_2', 'attr_1_1', 'attr_3_0', 'attr_3_1', 'attr_2_2', 'attr_2_3', 'attr_1_0']",0.01,0.6,0.7272727272727273,0.7,0.7857142857142857,1.0,0.5714285714285714,0.7272727272727273,0.027272727272727337,5.440210580825806,0.029363393783569336,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
