experiment_id,exp_number,n_features,n_features_selected,shots,reps,entanglement,noise_level,selected_features,best_c,cv_score,train_acc,test_acc,test_balanced_acc,precision,recall,recall_pos1,f1_score,gen_gap,kernel_time,train_time,y_test,y_pred
Noisy_f2_s8192_r2_full_high,54,2,2,8192,2,full,high,"['attr_13_3', 'attr_26_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.0,0.027272727272727282,28.242706060409546,0.0772242546081543,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Noisy_f3_s1024_r1_linear_low,55,3,3,1024,1,linear,low,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.1,0.5,0.6818181818181818,0.7,0.6904761904761905,0.8333333333333334,0.7142857142857143,0.7142857142857143,0.7692307692307693,0.018181818181818188,5.157450914382935,0.07680869102478027,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
Noisy_f3_s1024_r1_linear_standard,56,3,3,1024,1,linear,standard,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.1,0.5,0.6818181818181818,0.7,0.6904761904761905,0.8333333333333334,0.7142857142857143,0.7142857142857143,0.7692307692307693,0.018181818181818188,5.297023057937622,0.06919598579406738,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0]"
Noisy_f3_s1024_r1_linear_high,57,3,3,1024,1,linear,high,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.0,0.027272727272727282,8.02550196647644,0.09741687774658203,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Noisy_f3_s1024_r1_circular_low,58,3,3,1024,1,circular,low,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.0,0.027272727272727282,12.747686386108398,0.4651501178741455,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Noisy_f3_s1024_r1_circular_standard,59,3,3,1024,1,circular,standard,"['attr_13_3', 'attr_26_2', 'attr_13_2']",100.0,0.5277777777777778,1.0,0.7,0.5952380952380952,0.75,0.8571428571428571,0.8571428571428571,0.8,0.30000000000000004,11.963015794754028,0.17635631561279297,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
Noisy_f3_s1024_r1_circular_high,60,3,3,1024,1,circular,high,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.0,0.027272727272727282,8.497899055480957,0.11212754249572754,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Noisy_f3_s1024_r1_full_low,61,3,3,1024,1,full,low,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.0,0.027272727272727282,7.8048999309539795,0.02909708023071289,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Noisy_f3_s1024_r1_full_standard,62,3,3,1024,1,full,standard,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.0,0.027272727272727282,3.74858021736145,0.09039616584777832,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Noisy_f3_s1024_r1_full_high,63,3,3,1024,1,full,high,"['attr_13_3', 'attr_26_2', 'attr_13_2']",0.001,0.5,0.2727272727272727,0.3,0.5,0.0,0.0,0.0,0.0,0.027272727272727282,7.107940435409546,0.09456181526184082,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
